Bandit,Reward,Algorithm
5544,0,Thompson Sampling
5545,0,Thompson Sampling
5546,0,Thompson Sampling
5547,0,Thompson Sampling
5548,1,Thompson Sampling
5549,0,Thompson Sampling
5550,1,Thompson Sampling
5551,0,Thompson Sampling
5552,1,Thompson Sampling
5553,1,Thompson Sampling
5554,0,Thompson Sampling
5555,1,Thompson Sampling
5556,0,Thompson Sampling
5557,0,Thompson Sampling
5558,0,Thompson Sampling
5559,1,Thompson Sampling
5560,1,Thompson Sampling
5561,1,Thompson Sampling
5562,0,Thompson Sampling
5563,0,Thompson Sampling
5564,0,Thompson Sampling
5565,0,Thompson Sampling
5566,1,Thompson Sampling
5567,1,Thompson Sampling
5568,0,Thompson Sampling
5569,0,Thompson Sampling
5570,0,Thompson Sampling
5571,0,Thompson Sampling
5572,0,Thompson Sampling
5573,1,Thompson Sampling
5574,0,Thompson Sampling
5575,1,Thompson Sampling
5576,0,Thompson Sampling
5577,1,Thompson Sampling
5578,0,Thompson Sampling
5579,0,Thompson Sampling
5580,1,Thompson Sampling
5581,1,Thompson Sampling
5582,0,Thompson Sampling
5583,1,Thompson Sampling
5584,0,Thompson Sampling
5585,1,Thompson Sampling
5586,0,Thompson Sampling
5587,0,Thompson Sampling
5588,1,Thompson Sampling
5589,0,Thompson Sampling
5590,0,Thompson Sampling
5591,0,Thompson Sampling
5592,0,Thompson Sampling
5593,1,Thompson Sampling
5594,0,Thompson Sampling
5595,1,Thompson Sampling
5596,0,Thompson Sampling
5597,1,Thompson Sampling
5598,0,Thompson Sampling
5599,1,Thompson Sampling
5600,0,Thompson Sampling
5601,0,Thompson Sampling
5602,1,Thompson Sampling
5603,1,Thompson Sampling
5604,0,Thompson Sampling
5605,0,Thompson Sampling
5606,1,Thompson Sampling
5607,1,Thompson Sampling
5608,1,Thompson Sampling
5609,0,Thompson Sampling
5610,1,Thompson Sampling
5611,1,Thompson Sampling
5612,0,Thompson Sampling
5613,0,Thompson Sampling
5614,1,Thompson Sampling
5615,0,Thompson Sampling
5616,0,Thompson Sampling
5617,0,Thompson Sampling
5618,0,Thompson Sampling
5619,1,Thompson Sampling
5620,0,Thompson Sampling
5621,0,Thompson Sampling
5622,1,Thompson Sampling
5623,1,Thompson Sampling
5624,1,Thompson Sampling
5625,1,Thompson Sampling
5626,0,Thompson Sampling
5627,1,Thompson Sampling
5628,1,Thompson Sampling
5629,1,Thompson Sampling
5630,1,Thompson Sampling
5631,0,Thompson Sampling
5632,0,Thompson Sampling
5633,0,Thompson Sampling
5634,1,Thompson Sampling
5635,0,Thompson Sampling
5636,1,Thompson Sampling
5637,1,Thompson Sampling
5638,0,Thompson Sampling
5639,0,Thompson Sampling
5640,0,Thompson Sampling
5641,0,Thompson Sampling
5642,1,Thompson Sampling
5643,0,Thompson Sampling
5644,1,Thompson Sampling
5645,0,Thompson Sampling
5646,0,Thompson Sampling
5647,1,Thompson Sampling
5648,0,Thompson Sampling
5649,0,Thompson Sampling
5650,0,Thompson Sampling
5651,0,Thompson Sampling
5652,0,Thompson Sampling
5653,0,Thompson Sampling
5654,1,Thompson Sampling
5655,0,Thompson Sampling
5656,0,Thompson Sampling
5657,1,Thompson Sampling
5658,1,Thompson Sampling
5659,1,Thompson Sampling
5660,0,Thompson Sampling
5661,0,Thompson Sampling
5662,0,Thompson Sampling
5663,1,Thompson Sampling
5664,0,Thompson Sampling
5665,1,Thompson Sampling
5666,1,Thompson Sampling
5667,1,Thompson Sampling
5668,0,Thompson Sampling
5669,1,Thompson Sampling
5670,0,Thompson Sampling
5671,1,Thompson Sampling
5672,0,Thompson Sampling
5673,1,Thompson Sampling
5674,0,Thompson Sampling
5675,0,Thompson Sampling
5676,0,Thompson Sampling
5677,0,Thompson Sampling
5678,1,Thompson Sampling
5679,0,Thompson Sampling
5680,0,Thompson Sampling
5681,0,Thompson Sampling
5682,0,Thompson Sampling
5683,0,Thompson Sampling
5684,0,Thompson Sampling
5685,1,Thompson Sampling
5686,0,Thompson Sampling
5687,0,Thompson Sampling
5688,0,Thompson Sampling
5689,1,Thompson Sampling
5690,0,Thompson Sampling
5691,1,Thompson Sampling
5692,1,Thompson Sampling
5693,1,Thompson Sampling
5694,1,Thompson Sampling
5695,0,Thompson Sampling
5696,1,Thompson Sampling
5697,1,Thompson Sampling
5698,0,Thompson Sampling
5699,0,Thompson Sampling
5700,0,Thompson Sampling
5701,1,Thompson Sampling
5702,1,Thompson Sampling
5703,1,Thompson Sampling
5704,0,Thompson Sampling
5705,1,Thompson Sampling
5706,0,Thompson Sampling
5707,0,Thompson Sampling
5708,1,Thompson Sampling
5709,0,Thompson Sampling
5710,0,Thompson Sampling
5711,1,Thompson Sampling
5712,0,Thompson Sampling
5713,0,Thompson Sampling
5714,0,Thompson Sampling
5715,1,Thompson Sampling
5716,0,Thompson Sampling
5717,0,Thompson Sampling
5718,1,Thompson Sampling
5719,1,Thompson Sampling
5720,1,Thompson Sampling
5721,1,Thompson Sampling
5722,0,Thompson Sampling
5723,0,Thompson Sampling
5724,0,Thompson Sampling
5725,0,Thompson Sampling
5726,1,Thompson Sampling
5727,1,Thompson Sampling
5728,0,Thompson Sampling
5729,1,Thompson Sampling
5730,0,Thompson Sampling
5731,0,Thompson Sampling
5732,1,Thompson Sampling
5733,0,Thompson Sampling
5734,1,Thompson Sampling
5735,0,Thompson Sampling
5736,1,Thompson Sampling
5737,0,Thompson Sampling
5738,1,Thompson Sampling
5739,0,Thompson Sampling
5740,0,Thompson Sampling
5741,0,Thompson Sampling
5742,0,Thompson Sampling
5743,0,Thompson Sampling
5744,1,Thompson Sampling
5745,1,Thompson Sampling
5746,0,Thompson Sampling
5747,0,Thompson Sampling
5748,0,Thompson Sampling
5749,0,Thompson Sampling
5750,0,Thompson Sampling
5751,0,Thompson Sampling
5752,0,Thompson Sampling
5753,0,Thompson Sampling
5754,0,Thompson Sampling
5755,0,Thompson Sampling
5756,0,Thompson Sampling
5757,1,Thompson Sampling
5758,0,Thompson Sampling
5759,0,Thompson Sampling
5760,1,Thompson Sampling
5761,1,Thompson Sampling
5762,0,Thompson Sampling
5763,0,Thompson Sampling
5764,0,Thompson Sampling
5765,0,Thompson Sampling
5766,0,Thompson Sampling
5767,1,Thompson Sampling
5768,0,Thompson Sampling
5769,0,Thompson Sampling
5770,0,Thompson Sampling
5771,0,Thompson Sampling
5772,0,Thompson Sampling
5773,0,Thompson Sampling
5774,1,Thompson Sampling
5775,1,Thompson Sampling
5776,0,Thompson Sampling
5777,0,Thompson Sampling
5778,1,Thompson Sampling
5779,0,Thompson Sampling
5780,0,Thompson Sampling
5781,1,Thompson Sampling
5782,1,Thompson Sampling
5783,1,Thompson Sampling
5784,1,Thompson Sampling
5785,1,Thompson Sampling
5786,0,Thompson Sampling
5787,0,Thompson Sampling
5788,1,Thompson Sampling
5789,1,Thompson Sampling
5790,0,Thompson Sampling
5791,1,Thompson Sampling
5792,0,Thompson Sampling
5793,0,Thompson Sampling
5794,0,Thompson Sampling
5795,0,Thompson Sampling
5796,1,Thompson Sampling
5797,1,Thompson Sampling
5798,0,Thompson Sampling
5799,0,Thompson Sampling
5800,0,Thompson Sampling
5801,0,Thompson Sampling
5802,0,Thompson Sampling
5803,0,Thompson Sampling
5804,0,Thompson Sampling
5805,1,Thompson Sampling
5806,1,Thompson Sampling
5807,0,Thompson Sampling
5808,1,Thompson Sampling
5809,1,Thompson Sampling
5810,0,Thompson Sampling
5811,1,Thompson Sampling
5812,0,Thompson Sampling
5813,0,Thompson Sampling
5814,1,Thompson Sampling
5815,0,Thompson Sampling
5816,0,Thompson Sampling
5817,0,Thompson Sampling
5818,1,Thompson Sampling
5819,0,Thompson Sampling
5820,0,Thompson Sampling
5821,1,Thompson Sampling
5822,0,Thompson Sampling
5823,1,Thompson Sampling
5824,0,Thompson Sampling
5825,0,Thompson Sampling
5826,0,Thompson Sampling
5827,1,Thompson Sampling
5828,1,Thompson Sampling
5829,1,Thompson Sampling
5830,0,Thompson Sampling
5831,0,Thompson Sampling
5832,1,Thompson Sampling
5833,0,Thompson Sampling
5834,1,Thompson Sampling
5835,0,Thompson Sampling
5836,1,Thompson Sampling
5837,0,Thompson Sampling
5838,0,Thompson Sampling
5839,1,Thompson Sampling
5840,0,Thompson Sampling
5841,0,Thompson Sampling
5842,0,Thompson Sampling
5843,0,Thompson Sampling
5844,0,Thompson Sampling
5845,1,Thompson Sampling
5846,1,Thompson Sampling
5847,1,Thompson Sampling
5848,0,Thompson Sampling
5849,0,Thompson Sampling
5850,0,Thompson Sampling
5851,0,Thompson Sampling
5852,0,Thompson Sampling
5853,1,Thompson Sampling
5854,0,Thompson Sampling
5855,1,Thompson Sampling
5856,0,Thompson Sampling
5857,0,Thompson Sampling
5858,0,Thompson Sampling
5859,1,Thompson Sampling
5860,0,Thompson Sampling
5861,0,Thompson Sampling
5862,0,Thompson Sampling
5863,0,Thompson Sampling
5864,0,Thompson Sampling
5865,0,Thompson Sampling
5866,0,Thompson Sampling
5867,1,Thompson Sampling
5868,0,Thompson Sampling
5869,0,Thompson Sampling
5870,0,Thompson Sampling
5871,1,Thompson Sampling
5872,1,Thompson Sampling
5873,0,Thompson Sampling
5874,0,Thompson Sampling
5875,1,Thompson Sampling
5876,1,Thompson Sampling
5877,1,Thompson Sampling
5878,1,Thompson Sampling
5879,0,Thompson Sampling
5880,0,Thompson Sampling
5881,0,Thompson Sampling
5882,0,Thompson Sampling
5883,1,Thompson Sampling
5884,1,Thompson Sampling
5885,1,Thompson Sampling
5886,0,Thompson Sampling
5887,0,Thompson Sampling
5888,0,Thompson Sampling
5889,1,Thompson Sampling
5890,1,Thompson Sampling
5891,0,Thompson Sampling
5892,0,Thompson Sampling
5893,0,Thompson Sampling
5894,0,Thompson Sampling
5895,0,Thompson Sampling
5896,1,Thompson Sampling
5897,0,Thompson Sampling
5898,0,Thompson Sampling
5899,0,Thompson Sampling
5900,0,Thompson Sampling
5901,1,Thompson Sampling
5902,1,Thompson Sampling
5903,1,Thompson Sampling
5904,0,Thompson Sampling
5905,1,Thompson Sampling
5906,0,Thompson Sampling
5907,1,Thompson Sampling
5908,0,Thompson Sampling
5909,0,Thompson Sampling
5910,0,Thompson Sampling
5911,1,Thompson Sampling
5912,1,Thompson Sampling
5913,1,Thompson Sampling
5914,1,Thompson Sampling
5915,1,Thompson Sampling
5916,0,Thompson Sampling
5917,0,Thompson Sampling
5918,1,Thompson Sampling
5919,1,Thompson Sampling
5920,0,Thompson Sampling
5921,0,Thompson Sampling
5922,0,Thompson Sampling
5923,0,Thompson Sampling
5924,1,Thompson Sampling
5925,1,Thompson Sampling
5926,0,Thompson Sampling
5927,0,Thompson Sampling
5928,0,Thompson Sampling
5929,0,Thompson Sampling
5930,1,Thompson Sampling
5931,0,Thompson Sampling
5932,0,Thompson Sampling
5933,0,Thompson Sampling
5934,0,Thompson Sampling
5935,0,Thompson Sampling
5936,0,Thompson Sampling
5937,0,Thompson Sampling
5938,0,Thompson Sampling
5939,1,Thompson Sampling
5940,1,Thompson Sampling
5941,0,Thompson Sampling
5942,0,Thompson Sampling
5943,0,Thompson Sampling
5944,0,Thompson Sampling
5945,1,Thompson Sampling
5946,0,Thompson Sampling
5947,0,Thompson Sampling
5948,0,Thompson Sampling
5949,0,Thompson Sampling
5950,1,Thompson Sampling
5951,0,Thompson Sampling
5952,1,Thompson Sampling
5953,0,Thompson Sampling
5954,1,Thompson Sampling
5955,0,Thompson Sampling
5956,0,Thompson Sampling
5957,1,Thompson Sampling
5958,0,Thompson Sampling
5959,1,Thompson Sampling
5960,1,Thompson Sampling
5961,0,Thompson Sampling
5962,1,Thompson Sampling
5963,1,Thompson Sampling
5964,0,Thompson Sampling
5965,0,Thompson Sampling
5966,1,Thompson Sampling
5967,0,Thompson Sampling
5968,1,Thompson Sampling
5969,1,Thompson Sampling
5970,1,Thompson Sampling
5971,0,Thompson Sampling
5972,1,Thompson Sampling
5973,1,Thompson Sampling
5974,0,Thompson Sampling
5975,0,Thompson Sampling
5976,0,Thompson Sampling
5977,0,Thompson Sampling
5978,0,Thompson Sampling
5979,0,Thompson Sampling
5980,0,Thompson Sampling
5981,1,Thompson Sampling
5982,0,Thompson Sampling
5983,1,Thompson Sampling
5984,1,Thompson Sampling
5985,0,Thompson Sampling
5986,1,Thompson Sampling
5987,0,Thompson Sampling
5988,1,Thompson Sampling
5989,1,Thompson Sampling
5990,0,Thompson Sampling
5991,0,Thompson Sampling
5992,0,Thompson Sampling
5993,0,Thompson Sampling
5994,0,Thompson Sampling
5995,1,Thompson Sampling
5996,1,Thompson Sampling
5997,1,Thompson Sampling
5998,0,Thompson Sampling
5999,0,Thompson Sampling
6000,1,Thompson Sampling
6001,0,Thompson Sampling
6002,1,Thompson Sampling
6003,0,Thompson Sampling
6004,0,Thompson Sampling
6005,0,Thompson Sampling
6006,0,Thompson Sampling
6007,0,Thompson Sampling
6008,1,Thompson Sampling
6009,1,Thompson Sampling
6010,1,Thompson Sampling
6011,1,Thompson Sampling
6012,0,Thompson Sampling
6013,0,Thompson Sampling
6014,0,Thompson Sampling
6015,0,Thompson Sampling
6016,0,Thompson Sampling
6017,0,Thompson Sampling
6018,0,Thompson Sampling
6019,0,Thompson Sampling
6020,1,Thompson Sampling
6021,1,Thompson Sampling
6022,0,Thompson Sampling
6023,0,Thompson Sampling
6024,1,Thompson Sampling
6025,1,Thompson Sampling
6026,1,Thompson Sampling
6027,1,Thompson Sampling
6028,1,Thompson Sampling
6029,1,Thompson Sampling
6030,0,Thompson Sampling
6031,1,Thompson Sampling
6032,0,Thompson Sampling
6033,0,Thompson Sampling
6034,0,Thompson Sampling
6035,1,Thompson Sampling
6036,1,Thompson Sampling
6037,0,Thompson Sampling
6038,1,Thompson Sampling
6039,1,Thompson Sampling
6040,0,Thompson Sampling
6041,1,Thompson Sampling
6042,0,Thompson Sampling
6043,0,Thompson Sampling
6044,1,Thompson Sampling
6045,0,Thompson Sampling
6046,0,Thompson Sampling
6047,1,Thompson Sampling
6048,1,Thompson Sampling
6049,0,Thompson Sampling
6050,0,Thompson Sampling
6051,0,Thompson Sampling
6052,1,Thompson Sampling
6053,1,Thompson Sampling
6054,0,Thompson Sampling
6055,1,Thompson Sampling
6056,1,Thompson Sampling
6057,0,Thompson Sampling
6058,1,Thompson Sampling
6059,0,Thompson Sampling
6060,0,Thompson Sampling
6061,0,Thompson Sampling
6062,0,Thompson Sampling
6063,1,Thompson Sampling
6064,0,Thompson Sampling
6065,1,Thompson Sampling
6066,0,Thompson Sampling
6067,1,Thompson Sampling
6068,0,Thompson Sampling
6069,1,Thompson Sampling
6070,0,Thompson Sampling
6071,0,Thompson Sampling
6072,0,Thompson Sampling
6073,1,Thompson Sampling
6074,0,Thompson Sampling
6075,1,Thompson Sampling
6076,0,Thompson Sampling
6077,0,Thompson Sampling
6078,0,Thompson Sampling
6079,1,Thompson Sampling
6080,0,Thompson Sampling
6081,0,Thompson Sampling
6082,0,Thompson Sampling
6083,0,Thompson Sampling
6084,0,Thompson Sampling
6085,1,Thompson Sampling
6086,1,Thompson Sampling
6087,0,Thompson Sampling
6088,1,Thompson Sampling
6089,1,Thompson Sampling
6090,1,Thompson Sampling
6091,0,Thompson Sampling
6092,0,Thompson Sampling
6093,1,Thompson Sampling
6094,0,Thompson Sampling
6095,0,Thompson Sampling
6096,0,Thompson Sampling
6097,0,Thompson Sampling
6098,0,Thompson Sampling
6099,0,Thompson Sampling
6100,0,Thompson Sampling
6101,0,Thompson Sampling
6102,0,Thompson Sampling
6103,0,Thompson Sampling
6104,1,Thompson Sampling
6105,1,Thompson Sampling
6106,0,Thompson Sampling
6107,0,Thompson Sampling
6108,0,Thompson Sampling
6109,1,Thompson Sampling
6110,0,Thompson Sampling
6111,1,Thompson Sampling
6112,0,Thompson Sampling
6113,0,Thompson Sampling
6114,1,Thompson Sampling
6115,0,Thompson Sampling
6116,0,Thompson Sampling
6117,1,Thompson Sampling
6118,1,Thompson Sampling
6119,1,Thompson Sampling
6120,1,Thompson Sampling
6121,0,Thompson Sampling
6122,0,Thompson Sampling
6123,1,Thompson Sampling
6124,1,Thompson Sampling
6125,0,Thompson Sampling
6126,0,Thompson Sampling
6127,0,Thompson Sampling
6128,0,Thompson Sampling
6129,1,Thompson Sampling
6130,0,Thompson Sampling
6131,1,Thompson Sampling
6132,1,Thompson Sampling
6133,1,Thompson Sampling
6134,1,Thompson Sampling
6135,1,Thompson Sampling
6136,0,Thompson Sampling
6137,0,Thompson Sampling
6138,1,Thompson Sampling
6139,0,Thompson Sampling
6140,0,Thompson Sampling
6141,1,Thompson Sampling
6142,1,Thompson Sampling
6143,0,Thompson Sampling
6144,1,Thompson Sampling
6145,0,Thompson Sampling
6146,1,Thompson Sampling
6147,1,Thompson Sampling
6148,0,Thompson Sampling
6149,1,Thompson Sampling
6150,0,Thompson Sampling
6151,0,Thompson Sampling
6152,1,Thompson Sampling
6153,0,Thompson Sampling
6154,0,Thompson Sampling
6155,0,Thompson Sampling
6156,0,Thompson Sampling
6157,0,Thompson Sampling
6158,0,Thompson Sampling
6159,0,Thompson Sampling
6160,1,Thompson Sampling
6161,0,Thompson Sampling
6162,0,Thompson Sampling
6163,1,Thompson Sampling
6164,1,Thompson Sampling
6165,0,Thompson Sampling
6166,1,Thompson Sampling
6167,0,Thompson Sampling
6168,1,Thompson Sampling
6169,0,Thompson Sampling
6170,0,Thompson Sampling
6171,0,Thompson Sampling
6172,0,Thompson Sampling
6173,0,Thompson Sampling
6174,0,Thompson Sampling
6175,1,Thompson Sampling
6176,1,Thompson Sampling
6177,1,Thompson Sampling
6178,0,Thompson Sampling
6179,0,Thompson Sampling
6180,0,Thompson Sampling
6181,0,Thompson Sampling
6182,0,Thompson Sampling
6183,0,Thompson Sampling
6184,0,Thompson Sampling
6185,0,Thompson Sampling
6186,1,Thompson Sampling
6187,1,Thompson Sampling
6188,0,Thompson Sampling
6189,1,Thompson Sampling
6190,1,Thompson Sampling
6191,1,Thompson Sampling
6192,0,Thompson Sampling
6193,0,Thompson Sampling
6194,0,Thompson Sampling
6195,0,Thompson Sampling
6196,1,Thompson Sampling
6197,0,Thompson Sampling
6198,0,Thompson Sampling
6199,0,Thompson Sampling
6200,1,Thompson Sampling
6201,1,Thompson Sampling
6202,0,Thompson Sampling
6203,0,Thompson Sampling
6204,0,Thompson Sampling
6205,0,Thompson Sampling
6206,0,Thompson Sampling
6207,1,Thompson Sampling
6208,1,Thompson Sampling
6209,0,Thompson Sampling
6210,1,Thompson Sampling
6211,1,Thompson Sampling
6212,1,Thompson Sampling
6213,0,Thompson Sampling
6214,0,Thompson Sampling
6215,1,Thompson Sampling
6216,0,Thompson Sampling
6217,1,Thompson Sampling
6218,1,Thompson Sampling
6219,0,Thompson Sampling
6220,0,Thompson Sampling
6221,0,Thompson Sampling
6222,0,Thompson Sampling
6223,0,Thompson Sampling
6224,1,Thompson Sampling
6225,1,Thompson Sampling
6226,0,Thompson Sampling
6227,0,Thompson Sampling
6228,0,Thompson Sampling
6229,0,Thompson Sampling
6230,0,Thompson Sampling
6231,1,Thompson Sampling
6232,0,Thompson Sampling
6233,0,Thompson Sampling
6234,1,Thompson Sampling
6235,0,Thompson Sampling
6236,0,Thompson Sampling
6237,0,Thompson Sampling
6238,1,Thompson Sampling
6239,0,Thompson Sampling
6240,0,Thompson Sampling
6241,0,Thompson Sampling
6242,1,Thompson Sampling
6243,0,Thompson Sampling
6244,1,Thompson Sampling
6245,0,Thompson Sampling
6246,1,Thompson Sampling
6247,0,Thompson Sampling
6248,0,Thompson Sampling
6249,0,Thompson Sampling
6250,0,Thompson Sampling
6251,1,Thompson Sampling
6252,0,Thompson Sampling
6253,0,Thompson Sampling
6254,0,Thompson Sampling
6255,1,Thompson Sampling
6256,1,Thompson Sampling
6257,1,Thompson Sampling
6258,1,Thompson Sampling
6259,0,Thompson Sampling
6260,1,Thompson Sampling
6261,0,Thompson Sampling
6262,1,Thompson Sampling
6263,0,Thompson Sampling
6264,0,Thompson Sampling
6265,0,Thompson Sampling
6266,0,Thompson Sampling
6267,1,Thompson Sampling
6268,0,Thompson Sampling
6269,0,Thompson Sampling
6270,0,Thompson Sampling
6271,0,Thompson Sampling
6272,1,Thompson Sampling
6273,1,Thompson Sampling
6274,0,Thompson Sampling
6275,1,Thompson Sampling
6276,0,Thompson Sampling
6277,1,Thompson Sampling
6278,1,Thompson Sampling
6279,0,Thompson Sampling
6280,1,Thompson Sampling
6281,0,Thompson Sampling
6282,0,Thompson Sampling
6283,0,Thompson Sampling
6284,0,Thompson Sampling
6285,0,Thompson Sampling
6286,1,Thompson Sampling
6287,0,Thompson Sampling
6288,0,Thompson Sampling
6289,0,Thompson Sampling
6290,1,Thompson Sampling
6291,1,Thompson Sampling
6292,0,Thompson Sampling
6293,1,Thompson Sampling
6294,0,Thompson Sampling
6295,1,Thompson Sampling
6296,1,Thompson Sampling
6297,0,Thompson Sampling
6298,0,Thompson Sampling
6299,0,Thompson Sampling
6300,0,Thompson Sampling
6301,0,Thompson Sampling
6302,0,Thompson Sampling
6303,1,Thompson Sampling
6304,1,Thompson Sampling
6305,0,Thompson Sampling
6306,0,Thompson Sampling
6307,0,Thompson Sampling
6308,1,Thompson Sampling
6309,1,Thompson Sampling
6310,0,Thompson Sampling
6311,1,Thompson Sampling
6312,1,Thompson Sampling
6313,0,Thompson Sampling
6314,1,Thompson Sampling
6315,0,Thompson Sampling
6316,0,Thompson Sampling
6317,0,Thompson Sampling
6318,0,Thompson Sampling
6319,0,Thompson Sampling
6320,1,Thompson Sampling
6321,0,Thompson Sampling
6322,0,Thompson Sampling
6323,0,Thompson Sampling
6324,0,Thompson Sampling
6325,1,Thompson Sampling
6326,0,Thompson Sampling
6327,1,Thompson Sampling
6328,1,Thompson Sampling
6329,0,Thompson Sampling
6330,1,Thompson Sampling
6331,0,Thompson Sampling
6332,0,Thompson Sampling
6333,1,Thompson Sampling
6334,0,Thompson Sampling
6335,0,Thompson Sampling
6336,0,Thompson Sampling
6337,1,Thompson Sampling
6338,0,Thompson Sampling
6339,1,Thompson Sampling
6340,0,Thompson Sampling
6341,1,Thompson Sampling
6342,1,Thompson Sampling
6343,0,Thompson Sampling
6344,1,Thompson Sampling
6345,0,Thompson Sampling
6346,1,Thompson Sampling
6347,0,Thompson Sampling
6348,1,Thompson Sampling
6349,0,Thompson Sampling
6350,0,Thompson Sampling
6351,1,Thompson Sampling
6352,0,Thompson Sampling
6353,1,Thompson Sampling
6354,0,Thompson Sampling
6355,0,Thompson Sampling
6356,0,Thompson Sampling
6357,0,Thompson Sampling
6358,0,Thompson Sampling
6359,0,Thompson Sampling
6360,1,Thompson Sampling
6361,1,Thompson Sampling
6362,0,Thompson Sampling
6363,0,Thompson Sampling
6364,0,Thompson Sampling
6365,0,Thompson Sampling
6366,1,Thompson Sampling
6367,1,Thompson Sampling
6368,1,Thompson Sampling
6369,1,Thompson Sampling
6370,1,Thompson Sampling
6371,0,Thompson Sampling
6372,1,Thompson Sampling
6373,0,Thompson Sampling
6374,0,Thompson Sampling
6375,0,Thompson Sampling
6376,0,Thompson Sampling
6377,0,Thompson Sampling
6378,0,Thompson Sampling
6379,1,Thompson Sampling
6380,0,Thompson Sampling
6381,1,Thompson Sampling
6382,0,Thompson Sampling
6383,0,Thompson Sampling
6384,0,Thompson Sampling
6385,1,Thompson Sampling
6386,0,Thompson Sampling
6387,1,Thompson Sampling
6388,0,Thompson Sampling
6389,0,Thompson Sampling
6390,1,Thompson Sampling
6391,1,Thompson Sampling
6392,1,Thompson Sampling
6393,0,Thompson Sampling
6394,0,Thompson Sampling
6395,0,Thompson Sampling
6396,0,Thompson Sampling
6397,0,Thompson Sampling
6398,0,Thompson Sampling
6399,0,Thompson Sampling
6400,0,Thompson Sampling
6401,0,Thompson Sampling
6402,1,Thompson Sampling
6403,1,Thompson Sampling
6404,1,Thompson Sampling
6405,1,Thompson Sampling
6406,1,Thompson Sampling
6407,0,Thompson Sampling
6408,1,Thompson Sampling
6409,0,Thompson Sampling
6410,0,Thompson Sampling
6411,0,Thompson Sampling
6412,0,Thompson Sampling
6413,1,Thompson Sampling
6414,0,Thompson Sampling
6415,0,Thompson Sampling
6416,1,Thompson Sampling
6417,0,Thompson Sampling
6418,1,Thompson Sampling
6419,1,Thompson Sampling
6420,0,Thompson Sampling
6421,0,Thompson Sampling
6422,1,Thompson Sampling
6423,1,Thompson Sampling
6424,0,Thompson Sampling
6425,0,Thompson Sampling
6426,0,Thompson Sampling
6427,0,Thompson Sampling
6428,0,Thompson Sampling
6429,1,Thompson Sampling
6430,0,Thompson Sampling
6431,1,Thompson Sampling
6432,0,Thompson Sampling
6433,0,Thompson Sampling
6434,1,Thompson Sampling
6435,0,Thompson Sampling
6436,0,Thompson Sampling
6437,1,Thompson Sampling
6438,0,Thompson Sampling
6439,0,Thompson Sampling
6440,0,Thompson Sampling
6441,1,Thompson Sampling
6442,1,Thompson Sampling
6443,1,Thompson Sampling
6444,1,Thompson Sampling
6445,0,Thompson Sampling
6446,1,Thompson Sampling
6447,0,Thompson Sampling
6448,1,Thompson Sampling
6449,0,Thompson Sampling
6450,0,Thompson Sampling
6451,0,Thompson Sampling
6452,1,Thompson Sampling
6453,0,Thompson Sampling
6454,0,Thompson Sampling
6455,0,Thompson Sampling
6456,1,Thompson Sampling
6457,0,Thompson Sampling
6458,0,Thompson Sampling
6459,0,Thompson Sampling
6460,1,Thompson Sampling
6461,1,Thompson Sampling
6462,1,Thompson Sampling
6463,1,Thompson Sampling
6464,0,Thompson Sampling
6465,0,Thompson Sampling
6466,1,Thompson Sampling
6467,0,Thompson Sampling
6468,1,Thompson Sampling
6469,0,Thompson Sampling
6470,0,Thompson Sampling
6471,0,Thompson Sampling
6472,1,Thompson Sampling
6473,0,Thompson Sampling
6474,1,Thompson Sampling
6475,0,Thompson Sampling
6476,1,Thompson Sampling
6477,1,Thompson Sampling
6478,0,Thompson Sampling
6479,0,Thompson Sampling
6480,0,Thompson Sampling
6481,1,Thompson Sampling
6482,0,Thompson Sampling
6483,0,Thompson Sampling
6484,0,Thompson Sampling
6485,0,Thompson Sampling
6486,0,Thompson Sampling
6487,0,Thompson Sampling
6488,0,Thompson Sampling
6489,1,Thompson Sampling
6490,1,Thompson Sampling
6491,1,Thompson Sampling
6492,0,Thompson Sampling
6493,1,Thompson Sampling
6494,0,Thompson Sampling
6495,0,Thompson Sampling
6496,1,Thompson Sampling
6497,1,Thompson Sampling
6498,0,Thompson Sampling
6499,0,Thompson Sampling
6500,1,Thompson Sampling
6501,1,Thompson Sampling
6502,0,Thompson Sampling
6503,0,Thompson Sampling
6504,0,Thompson Sampling
6505,1,Thompson Sampling
6506,1,Thompson Sampling
6507,0,Thompson Sampling
6508,0,Thompson Sampling
6509,1,Thompson Sampling
6510,0,Thompson Sampling
6511,0,Thompson Sampling
6512,0,Thompson Sampling
6513,0,Thompson Sampling
6514,0,Thompson Sampling
6515,0,Thompson Sampling
6516,0,Thompson Sampling
6517,0,Thompson Sampling
6518,0,Thompson Sampling
6519,0,Thompson Sampling
6520,1,Thompson Sampling
6521,0,Thompson Sampling
6522,1,Thompson Sampling
6523,0,Thompson Sampling
6524,0,Thompson Sampling
6525,1,Thompson Sampling
6526,0,Thompson Sampling
6527,1,Thompson Sampling
6528,0,Thompson Sampling
6529,0,Thompson Sampling
6530,1,Thompson Sampling
6531,0,Thompson Sampling
6532,1,Thompson Sampling
6533,0,Thompson Sampling
6534,0,Thompson Sampling
6535,0,Thompson Sampling
6536,0,Thompson Sampling
6537,0,Thompson Sampling
6538,0,Thompson Sampling
6539,0,Thompson Sampling
6540,0,Thompson Sampling
6541,1,Thompson Sampling
